genome	relative_abundance	sample
SternesPR_2017__T1D1_B_shotgun__bin_1_EUK	0	C2
MASTER_WP4_FFoQSI_2__VB15-21__bin_5_PROK	0	C2
DeFilippisF_xxxx__DS_64__bin_3_PROK	0	C2
VerceM_2019__ERS1807707__bin_6_PROK	0	C2
MortensenS_xxxx__WK069-2-G-48h-05I4_S128__bin_3_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin_25_PROK	0	C2
MortensenS_xxxx__WK040-1-L-08h-03F1_S65__bin_5_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS08-29__bin_26_PROK	0	C2
MASTER_WP4_UNINA_2__Q-17__bin_26_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-15-M12__bin_12_PROK	0	C2
MortensenS_xxxx__WK036-2-L-08h-03D5_S51__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin_37_PROK	0	C2
WalshAM_2016__ERS1354648__bin_1_PROK	0	C2
MortensenS_xxxx__WK046-2-L-48h-03I1_S92__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin_13_PROK	0	C2
AlvarezOrdonezA_xxxx__Q07-22__bin_18_PROK	0	C2
LeechJ_2020__ERS3967736__bin_3_PROK	0	C2
MASTER_WP4_CSIC_2__P2494__bin_4_PROK	0	C2
MASTER_WP4_CSIC_1__P2137_73322__bin_45_PROK	0	C2
MortensenS_xxxx__WK060-1-L-08h-04H4_S38__bin_1_PROK	0	C2
MASTER_WP4_CSIC_2__P2571__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-04-BG__bin_34_PROK	0	C2
MortensenS_xxxx__WK010-1-L-48h-02A2_S62__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB13-30__bin_22_PROK	0	C2
MortensenS_xxxx__WK016-1-L-08h-02C7_S85__bin_1_PROK	0	C2
MASTER_WP4_UNINA_2__Q-17__bin_4_PROK	0	C2
MASTER_WP4_UNINA_2__M-20__bin_10_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-04-AD__bin_21_PROK	0	C2
LeechJ_2020__ERS3967706__bin_2_PROK	0	C2
MASTER_WP4_UNINA_1__ST007_71775__bin_36_PROK	0	C2
AlvarezOrdonezA_xxxx__Q05-22__bin_7_PROK	0	C2
SternesPR_2017__Y2D1_B_shotgun__bin_5_PROK	0	C2
QuigleyL_2016__ERS654085__bin_4_PROK	0	C2
LandisEA_2021__SRS5653217__bin_4_PROK	0	C2
MASTER_WP4_UNINA_2__H-26__bin_3_PROK	0	C2
MortensenS_xxxx__WK001T-1-L-48h-05F9_S106__bin_4_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-16-AG__bin_53_PROK	0	C2
MASTER_WP4_CSIC_2__P2589__bin_12_PROK	0.16936316	C2
MortensenS_xxxx__WK013-1-L-08h-02B4_S73__bin_1_PROK	0	C2
LandisEA_2021__SRS5653126__bin_4_PROK	0.24690057	C2
LeechJ_2020__ERS3967741__bin_14_PROK	0	C2
MASTER_WP4_UNINA_1__PU010_71775__bin_20_PROK	0	C2
MASTER_WP4_UNINA_1__PR003_71775__bin_4_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS01-22__bin_24_PROK	0	C2
MASTER_WP4_CSIC_2__P2542__bin_3_PROK	0	C2
MASTER_WP4_CSIC_2__P2565__bin_2_PROK	0	C2
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin_8_PROK	0	C2
MASTER_WP4_UNINA_2__V-30__bin_19_PROK	0	C2
LandisEA_2021__SRS5652913__bin_2_PROK	0	C2
LandisEA_2021__SRS5653168__bin_6_PROK	0	C2
MASTER_WP4_UNINA_1__FO007_71775__bin_45_PROK	0	C2
WalshAM_2020__ERS3466726__bin_6_PROK	0	C2
DeFilippisF_xxxx__DF_28__bin_3_PROK	0	C2
MASTER_WP4_UNINA_2__J-18__bin_28_PROK	0	C2
WalshL_xxxx__M5__bin_5_PROK	0	C2
BertuzziAS_2018__ERS2032094__bin_3_PROK	0	C2
PothakosV_2020__ERS2068298__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin_45_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB15-30__bin_43_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-03-BD__bin_20_PROK	0	C2
AlvarezOrdonezA_xxxx__Q04-28__bin_3_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB09-30__bin_37_PROK	0	C2
MASTER_WP4_CSIC_1__P2245_73323__bin_26_EUK	0	C2
MASTER_WP4_FFoQSI_1__VB-08-M3__bin_24_PROK	0	C2
MASTER_WP4_FFoQSI_1__KM-2G__bin_4_EUK	0	C2
XieM_2019__SAMC044639__bin_28_PROK	0	C2
AlvarezOrdonezA_xxxx__Q06-26__bin_5_PROK	0	C2
AlvarezOrdonezA_xxxx__Q05-25__bin_1_PROK	0	C2
AlvarezOrdonezA_xxxx__Q06-28__bin_4_PROK	0	C2
MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin_3_PROK	0	C2
WalshL_xxxx__W6__bin_2_PROK	0	C2
MASTER_WP4_UNINA_1__AS107_71775__bin_6_PROK	0	C2
DeFilippisF_xxxx__DS_12__bin_26_PROK	0	C2
MASTER_WP4_CSIC_2__P2578__bin_18_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB02-25__bin_6_PROK	0	C2
MortensenS_xxxx__WK001T-2-L-48h-05G1_S107__bin_7_PROK	0	C2
BertuzziAS_2018__ERS2032116__bin_5_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS15-23__bin_3_PROK	0	C2
MortensenS_xxxx__WK001T-2-L-48h-05G1_S107__bin_5_PROK	0.17878833	C2
MASTER_WP4_UNINA_2__V-24__bin_6_PROK	0	C2
AlvarezOrdonezA_xxxx__F03-18__bin_4_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB10-22__bin_5_PROK	0	C2
WalshAM_2020__ERS3466743__bin_7_PROK	0	C2
PatroJN_2016__SRS1044732__bin_8_PROK	0.31334412	C2
WalshL_xxxx__V9__bin_4_PROK	0	C2
MASTER_WP4_UNINA_2__O-25_1__bin_30_PROK	0	C2
DeFilippisF_xxxx__DF_94__bin_1_PROK	0	C2
DeFilippisF_xxxx__DS_107__bin_2_PROK	0	C2
SternesPR_2017__T1D1_A_shotgun__bin_4_PROK	0	C2
DeFilippisF_xxxx__DS_83__bin_4_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS09-24__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB10-29__bin_41_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-14-M18__bin_11_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS08-24__bin_6_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS07-23__bin_6_PROK	0	C2
MASTER_WP4_CSIC_2__P2634__bin_19_EUK	0	C2
WolfeBE_2014__mgm4524485__bin_2_fa_PROK_MiFo_tagged	0	C2
MASTER_WP4_CSIC_2__P2539__bin_1_PROK	0	C2
EBC_031_14_fa_PROK_MiFo_tagged	0	C2
DeFilippisF_xxxx__DF_59__bin_12_PROK	0	C2
WalshAM_2020__ERS3466742__bin_4_PROK	0.18178754	C2
MortensenS_xxxx__WK009-2-G-48h-01D3_S9__bin_7_PROK	0	C2
WalshL_xxxx__G7__bin_3_PROK	0	C2
WalshL_xxxx__Q5__bin_3_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB10-28__bin_6_PROK	0	C2
DeFilippisF_xxxx__DF_5__bin_10_PROK	0	C2
EBC_084_33_fa_PROK_MiFo_tagged	0	C2
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin_41_PROK	0	C2
MortensenS_xxxx__WK067-1-L-08h-05B9_S70__bin_3_PROK	0	C2
SternesPR_2017__Y1D1_A_shotgun__bin_2_EUK	0	C2
FS45_2017_noduplicates_bin_10_fa_PROK_MiFo_tagged	0	C2
LandisEA_2021__SRS5653283__bin_8_PROK	0.19259755	C2
LandisEA_2021__SRS5652990__bin_5_PROK	0	C2
LeechJ_2020__ERS3967716__bin_5_PROK	0	C2
MASTER_WP4_UNINA_1__GO001_73417__bin_14_PROK	0	C2
WalshAM_2017__ERS1739834__bin_1_PROK	0	C2
AlvarezOrdonezA_xxxx__Q08-22__bin_9_PROK	0	C2
MASTER_WP4_CSIC_2__P2502__bin_5_PROK	0	C2
WalshL_xxxx__H10__bin_3_PROK	0	C2
DeFilippisF_xxxx__DF_101__bin_18_PROK	0	C2
SulaimanJ_2014__SRS398268__bin_5_PROK	0	C2
AlvarezOrdonezA_xxxx__Q04-20__bin_15_PROK	0	C2
MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin_6_PROK	0	C2
WalshL_xxxx__T2__bin_2_PROK	0	C2
MASTER_WP4_UNINA_2__O-25_1__bin_1_PROK	0	C2
MASTER_WP4_UNINA_2__A-20__bin_30_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-08-M4__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-05-BG__bin_37_PROK	0	C2
LeechJ_2020__ERS3967717__bin_5_PROK	0	C2
LeechJ_xxxx__AF59__bin_15_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-08-M3__bin_20_PROK	0	C2
LiZ_2018__SRS2920555__bin_3_PROK	0	C2
MASTER_WP4_CSIC_1__P2137_73322__bin_62_PROK	0	C2
PatroJN_2016__SRS1044740__bin_1_PROK	0	C2
MASTER_WP4_CSIC_1__P2198_73323__bin_7_PROK	0	C2
MASTER_WP4_CSIC_1__P2134_73322__bin_26_PROK	0	C2
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin_1_PROK	0	C2
LeechJ_xxxx__AF53__bin_11_PROK	0	C2
MASTER_WP4_UNINA_1__PM001_71775__bin_5_PROK	0	C2
MilaniC_2019__SRS3591583__bin_1_PROK	0	C2
MASTER_WP4_UNINA_1__PM007_71775__bin_9_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB09-30__bin_56_PROK	0	C2
AlvarezOrdonezA_xxxx__Q07-24__bin_1_PROK	0	C2
DeFilippisF_xxxx__DS_82__bin_9_PROK	0	C2
MASTER_WP4_CSIC_1__P2234_73323__bin_10_PROK	0	C2
MASTER_WP4_CSIC_1__P2250_73323__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB12-22__bin_3_PROK	0	C2
MASTER_WP4_CSIC_2__P2482__bin_6_PROK	0	C2
LiZ_2018__SRS2920554__bin_6_EUK	0	C2
MASTER_WP4_FFoQSI_3__VB02-30__bin_15_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-08-BD__bin_29_PROK	0	C2
DeFilippisF_xxxx__DF_122__bin_9_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB11-22__bin_8_PROK	0	C2
MASTER_WP4_UNINA_1__SG007_71775__bin_1_PROK	0	C2
MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin_1_EUK	0	C2
FerrocinoI_2018__SRS1779549__bin_5_PROK	0	C2
MacoriG_2019__CS_R30__bin_2_fa_PROK_MiFo_tagged	0	C2
WalshAM_2020__ERS3466772__bin_5_PROK	0	C2
MASTER_WP4_CSIC_2__P2548__bin_9_PROK	0	C2
MASTER_WP4_UNINA_1__PA207_73417__bin_2_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS10-29__bin_7_PROK	0	C2
EBC_110_14_fa_PROK_MiFo_tagged	0	C2
MASTER_WP4_CSIC_2__P2565__bin_17_PROK	0	C2
MASTER_WP4_CSIC_2__P2634__bin_16_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB02-22__bin_4_PROK	0	C2
MASTER_WP4_CSIC_2__P2624__bin_6_PROK	0	C2
MASTER_WP4_UNINA_2__N-20__bin_3_PROK	0	C2
MASTER_WP4_CSIC_2__P2603__bin_2_PROK	0	C2
WalshL_xxxx__Q1__bin_10_PROK	0	C2
MASTER_WP4_CSIC_2__P2627__bin_13_PROK	0.16342175	C2
MASTER_WP4_CSIC_2__P2639__bin_2_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB05-30__bin_23_PROK	0	C2
MASTER_WP4_FFoQSI_1__KM-2G__bin_37_PROK	0	C2
AlvarezOrdonezA_xxxx__Q03-21__bin_1_PROK	0	C2
MASTER_WP4_UNINA_2__I-30__bin_16_PROK	0	C2
MASTER_WP4_UNINA_2__I-22__bin_3_PROK	0	C2
MortensenS_xxxx__WK028-1-L-08h-02I7_S17__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-09-M8__bin_66_PROK	0	C2
MASTER_WP4_CSIC_2__P2597__bin_24_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS09-25__bin_2_PROK	0	C2
MortensenS_xxxx__WK046-1-L-48h-03H8_S90__bin_5_EUK	0	C2
MASTER_WP4_TEAGASC_1__TGS04-30__bin_6_PROK	0	C2
WolfeBE_2014__491_Bayley__bin_6_PROK	0	C2
WalshL_xxxx__A10__bin_2_PROK	0	C2
MASTER_WP4_UNINA_2__M-27__bin_17_PROK	0	C2
MortensenS_xxxx__WK002-2-L-08h-01F7_S31__bin_4_PROK	0	C2
MASTER_WP4_CSIC_2__P2568__bin_12_PROK	0	C2
WalshL_xxxx__H3__bin_2_PROK	0	C2
WalshL_xxxx__U-2-12__bin_3_PROK	0	C2
MASTER_WP4_FFoQSI_1__KM-5D__bin_36_EUK	0	C2
MASTER_WP4_CSIC_2__P2621__bin_36_PROK	0	C2
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin_10_PROK	0	C2
WalshL_xxxx__O6__bin_3_PROK	0	C2
MASTER_WP4_CSIC_1__P2235_73323__bin_19_PROK	0	C2
AlvarezOrdonezA_xxxx__C02-18__bin_2_EUK	0	C2
MASTER_WP4_FFoQSI_1__VB-15-M11__bin_32_PROK	0	C2
MASTER_WP4_UNINA_1__TO013_71775__bin_17_PROK	0	C2
LeechJ_xxxx__AF53__bin_12_PROK	0	C2
MASTER_WP4_CSIC_2__P2511__bin_7_PROK	0	C2
MASTER_WP4_FFoQSI_1__DC18-02__bin_11_PROK	0	C2
MASTER_WP4_CSIC_1__P2146_73322__bin_6_PROK	0	C2
KastmanEK_2016__CSB888__bin_4_PROK	0	C2
MASTER_WP4_CSIC_2__P2531__bin_9_PROK	0	C2
WalshL_xxxx__H4__bin_3_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB07-22__bin_13_PROK	0	C2
MASTER_WP4_UNINA_1__SF013_71775__bin_21_EUK	0	C2
MASTER_WP4_CSIC_2__P2483__bin_10_PROK	0	C2
DeFilippisF_xxxx__DS_116__bin_8_PROK	0	C2
MASTER_WP4_UNINA_1__CF008_71775__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB05-29__bin_23_PROK	0	C2
MASTER_WP4_UNINA_1__PM012_71775__bin_20_PROK	0	C2
MASTER_WP4_CSIC_2__P2621__bin_33_PROK	0	C2
DeFilippisF_xxxx__DF_4__bin_3_PROK	0	C2
MASTER_WP4_CSIC_2__P2608__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB01-23__bin_1_PROK	0	C2
MASTER_WP4_CSIC_2__P2619__bin_31_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB01-29__bin_15_PROK	0	C2
WalshL_xxxx__D8__bin_5_PROK	0	C2
WalshL_xxxx__N12__bin_4_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-16-M15__bin_22_PROK	0	C2
BertuzziAS_2018__ERS2032109__bin_3_PROK	0	C2
DeFilippisF_xxxx__DF_41__bin_12_PROK	0	C2
MASTER_WP4_CSIC_2__P2549__bin_23_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS08-29__bin_24_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB14-22__bin_50_PROK	0	C2
WalshL_xxxx__k8__bin_4_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB14-22__bin_68_PROK	0	C2
DeFilippisF_xxxx__DS_1__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_31_PROK	0	C2
LandisEA_2021__SRS5653152__bin_4_PROK	0	C2
AlvarezOrdonezA_xxxx__F03-18__bin_1_PROK	0	C2
LeechJ_xxxx__AF62__bin_7_PROK	0	C2
WalshL_xxxx__C2__bin_1_PROK	0	C2
MortensenS_xxxx__WK029-1-L-08h-03A2_S21__bin_3_PROK	0	C2
MASTER_WP4_UNINA_2__M-30__bin_14_PROK	0	C2
MASTER_WP4_CSIC_2__P2599__bin_29_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS03-22__bin_5_PROK	0	C2
WolfeBE_2014__679_Raclette__bin_6_PROK	0	C2
MortensenS_xxxx__WK001T-2-L-08h-05E7_S95__bin_4_PROK	0.16664957	C2
MASTER_WP4_FFoQSI_3__VB07-22__bin_17_PROK	0	C2
MortensenS_xxxx__WK043-1-L-48h-03G5_S78__bin_5_PROK	0	C2
LeechJ_xxxx__AF23__bin_9_PROK	0	C2
MASTER_WP4_UNINA_2__O-30__bin_16_PROK	0	C2
MASTER_WP4_CSIC_1__P2235_73323__bin_5_PROK	0	C2
MASTER_WP4_UNINA_2__I-29__bin_13_PROK	0	C2
MASTER_WP4_CSIC_2__P2614__bin_11_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB03-29__bin_15_PROK	0	C2
MortensenS_xxxx__WK066-2-L-08h-05B7_S68__bin_2_EUK	0	C2
MASTER_WP4_TEAGASC_1__TGS04-28__bin_16_PROK	0	C2
DeFilippisF_xxxx__DS_103__bin_18_PROK	0	C2
ZhaoCC_2020__SRS5803194__bin_5_PROK	0	C2
MASTER_WP4_CSIC_2__P2575__bin_10_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB11-22__bin_5_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB01-29__bin_5_PROK	0	C2
AlvarezOrdonezA_xxxx__Q07-20__bin_8_PROK	0	C2
WalshL_xxxx__S1__bin_2_PROK	0	C2
KumarJ_2019__SRS4562502__bin_9_PROK	0	C2
AlvarezOrdonezA_xxxx__Q07-29__bin_11_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-03-M5__bin_7_PROK	0	C2
AlvarezOrdonezA_xxxx__Q01-29__bin_4_PROK	0	C2
MASTER_WP4_CSIC_2__P2551__bin_14_PROK	0	C2
WalshL_xxxx__L8__bin_6_PROK	0	C2
MASTER_WP4_UNINA_1__FO011_71775__bin_5_PROK	0	C2
DeFilippisF_xxxx__DF_77__bin_11_PROK	0	C2
MortensenS_xxxx__WK005-2-G-48h-01C8_S5__bin_1_PROK	0	C2
DeFilippisF_xxxx__DS_50__bin_9_PROK	0	C2
MortensenS_xxxx__WK053-1-L-48h-04E4_S11__bin_7_EUK	0	C2
MortensenS_xxxx__WK049-1-L-48h-05A7_S59__bin_1_PROK	0	C2
DeFilippisF_xxxx__DS_111__bin_23_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS08-21__bin_2_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB07-29__bin_7_PROK	0	C2
MortensenS_xxxx__WK001-2-L-08h-01F3_S27__bin_7_PROK	0	C2
LiZ_2018__SRS2920555__bin_5_PROK	0	C2
MASTER_WP4_UNINA_2__V-25_1__bin_8_EUK	0	C2
AlvarezOrdonezA_xxxx__Q02-28__bin_13_PROK	0	C2
MASTER_WP4_CSIC_1__P2154_73322__bin_10_PROK	0	C2
SomervilleV_2019__SRS3593113__bin_1_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS13-22__bin_12_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-15-AG__bin_3_PROK	0	C2
MASTER_WP4_UNINA_2__P-22__bin_12_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin_14_PROK	0	C2
LeechJ_2020__ERS3967727__bin_6_PROK	0	C2
LeechJ_xxxx__AF58__bin_2_PROK	0	C2
WalshL_xxxx__S1__bin_4_PROK	0	C2
PasolliE_2020__SRS6525480__bin_2_PROK	0	C2
MASTER_WP4_CSIC_2__P2586__bin_30_PROK	0	C2
MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin_5_PROK	0	C2
MASTER_WP4_UNINA_1__PM002_71775__bin_4_PROK	0	C2
MASTER_WP4_UNINA_2__B-22__bin_5_PROK	0	C2
MASTER_WP4_UNINA_1__SR008_71775__bin_23_PROK	0	C2
AlvarezOrdonezA_xxxx__Q08-26__bin_5_PROK	0	C2
AlvarezOrdonezA_xxxx__F05-19__bin_4_PROK	0	C2
AlvarezOrdonezA_xxxx__Q05-22__bin_2_PROK	0	C2
MortensenS_xxxx__WK032-2-G-48h-04A8_S108__bin_1_PROK	0	C2
LeechJ_xxxx__AF64__bin_6_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB01-29__bin_14_PROK	0	C2
BertuzziAS_2018__ERS2032119__bin_7_PROK	0	C2
MASTER_WP4_MATIS_1__S6-42__bin_4_PROK	0	C2
MASTER_WP4_UNINA_1__AS212_71775__bin_12_PROK	0	C2
DeFilippisF_xxxx__DF_15__bin_4_PROK	0	C2
MASTER_WP4_UNINA_2__V-23__bin_12_PROK	0	C2
LeechJ_2020__ERS3967720__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-06-M1__bin_24_PROK	0	C2
MASTER_WP4_CSIC_2__P2555__bin_7_PROK	0	C2
WalshAM_2016__ERS1354644__bin_1_PROK	0	C2
MortensenS_xxxx__WK062-1-L-08h-04I3_S46__bin_5_PROK	0	C2
MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin_3_PROK	0	C2
MASTER_WP4_UNINA_2__R-32__bin_24_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB08-30__bin_34_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-06-M2__bin_37_PROK	0	C2
MASTER_WP4_CSIC_2__P2577__bin_16_PROK	0	C2
MASTER_WP4_UNINA_1__SS007_71775__bin_6_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-16-M14__bin_2_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB09-30__bin_63_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB08-30__bin_56_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB07-25__bin_1_PROK	0	C2
WalshL_xxxx__D9__bin_2_PROK	0	C2
WalshAM_2017__ERS1739840__bin_4_PROK	0	C2
MASTER_WP4_FFoQSI_1__VB-04-AD__bin_22_PROK	0	C2
MASTER_WP4_CSIC_2__P2615__bin_19_PROK	0	C2
LeechJ_xxxx__AF61__bin_2_PROK	0	C2
MASTER_WP4_UNINA_1__AS211_71775__bin_3_PROK	0	C2
DeFilippisF_xxxx__DF_113__bin_9_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS13-30__bin_7_PROK	0	C2
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB10-29__bin_20_PROK	0	C2
SternesPR_2017__Y3D1_A_shotgun__bin_1_EUK	0	C2
MASTER_WP4_FFoQSI_3__VB09-29__bin_38_PROK	0	C2
DeFilippisF_xxxx__DF_6__bin_2_PROK	0	C2
MASTER_WP4_UNINA_2__V-22__bin_9_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB02-29__bin_41_PROK	0	C2
MASTER_WP4_FFoQSI_2__VB01-30__bin_10_PROK	0	C2
WalshAM_2020__ERS3466718__bin_2_PROK	0	C2
WalshL_xxxx__k12__bin_2_PROK	0	C2
MASTER_WP4_UNINA_2__V-29__bin_17_PROK	0	C2
AlvarezOrdonezA_xxxx__Q04-25__bin_9_PROK	0	C2
MASTER_WP4_CSIC_1__P2244_73323__bin_10_PROK	0	C2
MASTER_WP4_CSIC_2__P2584__bin_41_PROK	0	C2
MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin_8_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS03-29__bin_5_PROK	0	C2
Escobar-ZepedaA_2016__SRR2081070__bin_13_fa_PROK_MiFo_tagged	0	C2
BertuzziAS_2018__ERS2032123__bin_5_PROK	0	C2
WalshAM_2020__ERS3466787__bin_2_PROK	0	C2
MortensenS_xxxx__WK043-2-G-48h-04C1_S119__bin_5_PROK	0	C2
WalshL_xxxx__G9__bin_3_PROK	0	C2
PatroJN_2016__SRS1044739__bin_9_PROK	0	C2
WalshL_xxxx__C5__bin_6_PROK	0	C2
MASTER_WP4_FFoQSI_3__VB02-22__bin_2_PROK	0	C2
LeechJ_xxxx__AF26__bin_15_PROK	0	C2
MASTER_WP4_UNINA_1__PB007_73417__bin_29_PROK	0	C2
MASTER_WP4_UNINA_1__PU007_71775__bin_31_PROK	0	C2
MASTER_WP4_UNINA_1__TA003_71775__bin_7_PROK	0	C2
VerceM_2019__ERS1807707__bin_5_PROK	0	C2
WalshL_xxxx__F10__bin_1_PROK	0	C2
QuigleyL_2016__ERS654082__bin_2_PROK	0	C2
AlvarezOrdonezA_xxxx__C05-16__bin_9_PROK	0	C2
WalshAM_2020__ERS3466735__bin_2_PROK	0	C2
DeFilippisF_xxxx__DS_12__bin_6_PROK	0	C2
MortensenS_xxxx__WK017-2-L-08h-02D4_S91__bin_1_PROK	0	C2
MASTER_WP4_FFoQSI_1__KM-5G__bin_23_PROK	0	C2
MortensenS_xxxx__WK024-1-L-08h-02G6_S120__bin_5_EUK	0	C2
MASTER_WP4_CSIC_2__P2599__bin_10_PROK	0	C2
AlvarezOrdonezA_xxxx__Q01-28__bin_3_PROK	0	C2
WalshL_xxxx__B9__bin_2_PROK	0	C2
LiZ_2018__SRS2920551__bin_8_EUK	0	C2
MASTER_WP4_CSIC_2__P2579__bin_4_PROK	0	C2
MASTER_WP4_CSIC_2__P2616__bin_3_PROK	0	C2
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin_7_EUK	0	C2
MASTER_WP4_FFoQSI_1__KM-2G__bin_34_PROK	0	C2
WalshAM_2020__ERS3466774__bin_9_PROK	0	C2
MASTER_WP4_UNINA_2__S-27_0__bin_5_PROK	0	C2
MASTER_WP4_CSIC_2__P2630__bin_18_PROK	0	C2
MASTER_WP4_UNINA_1__AS212_71775__bin_7_PROK	0	C2
KumarJ_2019__SRS4562500__bin_15_PROK	0	C2
DuruIC_2018__ERS2061101__bin_2_PROK	0	C2
LeechJ_2020__ERS3967727__bin_3_PROK	0	C2
MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin_10_PROK	0	C2
DeFilippisF_xxxx__DS_66__bin_17_PROK	0	C2
LeechJ_xxxx__AF63__bin_10_PROK	0	C2
MortensenS_xxxx__WK060-1-L-48h-04H5_S39__bin_6_PROK	0	C2
BertuzziAS_2018__ERS2032119__bin_1_PROK	0	C2
MortensenS_xxxx__WK030-1-L-48h-03A7_S26__bin_5_PROK	0	C2
AlvarezOrdonezA_xxxx__Q01-25__bin_2_PROK	0	C2
WalshAM_2020__ERS3466792__bin_4_PROK	0	C2
MortensenS_xxxx__WK018T-1-L-48h-05G2_S108__bin_1_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS12-23__bin_5_PROK	0	C2
AlvarezOrdonezA_xxxx__C07-19__bin_9_PROK	0	C2
DeFilippisF_xxxx__DF_33__bin_2_PROK	0	C2
MASTER_WP4_UNINA_2__P-28_0__bin_2_PROK	0	C2
MASTER_WP4_CSIC_2__P2631__bin_6_PROK	0	C2
MASTER_WP4_CSIC_1__P2137_73322__bin_32_PROK	0	C2
MASTER_WP4_TEAGASC_1__TGS01-22__bin_14_PROK	0	C2
MASTER_WP4_FFoQSI_1__KM-2D__bin_34_PROK	0	C2
MASTER_WP4_UNINA_2__P-22__bin_11_PROK	0	C2
